279,458910.976,177571.755,5.344,J2       
280,458906.572,177569.731,4.67,D500     
281,458905.442,177573.502,4.045,D500     
282,458922.167,177575.396,5.042,J1       
283,458921.975,177575.767,5.331,J2       
284,458921.763,177576.209,5.318,J3       
285,458930.77,177580.31,5.304,J3       
286,458931.009,177579.789,5.351,J2       
287,458931.271,177579.165,5.091,J1       
288,458947.603,177587.054,5.082,J1       
289,458947.269,177587.717,5.412,J2       
290,458947.029,177588.015,5.37,J3       
291,458945.505,177590.906,4.086,J4       
292,458962.731,177598.263,3.537,J4       
293,458963.644,177594.152,5.42,J3       
294,458963.783,177593.615,5.433,J2       
295,458963.965,177593.072,5.034,J1       
296,458983.751,177599.042,5.022,J1       
297,458983.589,177599.573,5.457,J2       
298,458983.325,177600.093,5.418,J3       
299,458843.697,177582.435,2.006,-        
300,458847.085,177588.964,1.908,-        
301,458855.006,177593.379,2.06,-        
302,458864.589,177600.001,2.009,-        
303,458889.726,177612.695,1.941,-        
304,458909.32,177611.894,1.919,-        
305,458925.116,177607.708,1.896,-        
306,458935.028,177606.72,1.837,-        
307,458949.555,177606.482,1.888,-        
308,458953.629,177605.315,1.814,-        
309,458964.84,177607.478,1.893,-        
310,458975.175,177609.642,1.747,-        
311,458979.78,177609.547,1.671,-        
312,458798.688,177502.327,5.152,A1       
313,458801.827,177507.146,5.171,A1       
314,458805.355,177514.794,5.151,A1       
315,458808.475,177523.753,5.127,A1       
316,458809.077,177523.653,5.337,A6       
317,458810.694,177523.026,5.334,A7       
318,458808.427,177515.575,5.329,A7       
319,458806.892,177516.206,5.372,A6       
320,458803.382,177508.989,5.373,A6       
321,458804.597,177508.328,5.347,A7       
322,458801.421,177501.578,5.415,A7       
323,458800.261,177502.184,5.491,A6       
324,458818.26,177571.841,2.325,-        
325,458819.394,177570.355,3.103,-        
326,458815.766,177559.258,2.675,A3       
327,458822.718,177559.331,2.945,A3       
328,458825.295,177557.374,2.89,A3       
329,458825.51,177555.129,2.763,A3       
330,458826.039,177555.228,2.677,A3-1     
331,458828.394,177561.559,2.6,A3-1     
332,458831.452,177567.169,2.749,A3-1     
333,458833.559,177570.287,2.724,A3-1     
334,458833.493,177571.498,2.561,A3-1     
335,458830.653,177571.35,2.807,A3-1     
336,458833.656,177572.262,2.356,-        
337,458835.15,177572.141,2.356,-        
338,458835.293,177570.892,2.163,S        
339,458840.955,177573.091,2.199,S        
340,458846.266,177582.198,2.154,S        
341,458854.19,177594.92,2.169,S        
342,458858.786,177600.571,2.131,S        
343,458859.175,177601.393,2.149,S        
344,458857.912,177601.387,2.149,S        
345,458843.479,177600.678,2.17,S        
346,458823.433,177548.26,2.175,S        
347,458822.493,177545.888,2.12,S        
348,458820.798,177538.125,2.198,S1.0-0.23
349,458820.798,177538.107,2.182,S        
350,458817.302,177526.278,2.371,S        
351,458816.276,177541.819,5.503,J3       
352,458815.26,177542.382,5.495,J2       
353,458813.944,177542.702,5.098,J1       
354,458814.604,177547.676,4.854,J1       
355,458814.381,177548.039,4.827,J1       
356,458812.862,177549.336,5.028,J1       
357,458810.514,177549.668,5.122,J1       
358,458814.493,177548.114,5.288,U0.4X0.4 
359,458814.822,177547.988,5.325,U0.4X0.4 
360,458817.635,177550.699,5.142,U0.4X0.4 
361,458817.343,177551.024,5.116,U0.4X0.4 
362,458817.885,177551.391,4.456,0.3
363,458820.984,177554.821,3.584,0.3
364,458821.332,177555.693,3.416,0.3
365,458820.38,177558.476,3.021,0.3
366,458816.014,177544.989,5.515,J2       
367,458815.645,177547.287,5.39,J2       
368,458821.125,177552.883,5.005,J2       
369,458820.253,177550.643,5.123,J2       
370,458818.394,177548.195,5.384,J2       
371,458817.142,177545.606,5.504,J2       
372,458814.884,177549.134,5.197,J2       
373,458814.529,177550.768,5.643,J2       
374,458810.225,177550.437,5.576,J2       
375,458819.528,177554.367,4.771,J3       
376,458817.612,177553.522,5.215,J3       
377,458815.61,177552.562,5.467,J3       
378,458810.079,177551.352,5.592,J3       
379,458818.105,177551.188,4.456,0.3
380,458821.204,177554.617,3.584,0.3
381,458821.616,177555.789,3.416,0.3
382,458820.664,177558.574,3.021,0.3
383,458858.865,177608.187,1.949,-        
384,458827.151,177546.786,1.775,-        
385,458826.211,177544.414,1.72,-        
386,458822.006,177537.628,1.982,-        
387,458919.771,177505.971,6.839,A1       
388,458924.521,177507.505,6.838,A1       
389,458932.724,177511.489,6.765,A1       
390,458938.535,177515.784,6.806,A1       
391,458945.179,177522.37,6.79,A1       
392,458948.126,177525.411,7.051,E        
393,458948.727,177525.229,6.831,A1       
394,458966.018,177535.106,6.952,A1       
395,458990.325,177546.282,6.831,A1       
396,458989.36,177546.562,6.916,E        
397,458916.669,177515.062,10.239,S1       
398,458916.466,177516.058,10.433,RO1      
399,458922.836,177519.389,10.432,RO1      
400,458923.513,177518.322,10.23,S1       
401,458933.198,177523.577,10.252,S1       
402,458932.73,177524.522,10.452,RO1      
403,458937.022,177527.227,10.417,S1       
404,458941.934,177532.897,10.427,S1       
405,458941.465,177533.826,10.522,RO1      
406,458939.54,177537.451,10.505,RO2      
407,458939.243,177538.142,10.459,S2       
408,458938.548,177540.652,9.357,HO       
409,458959.449,177551.496,9.361,HO       
410,458961.253,177549.376,10.467,S2       
411,458961.529,177548.935,10.498,RO2      
412,458963.347,177545.395,10.56,RO1      
413,458963.695,177544.577,10.431,S1       
414,458989.301,177557.731,10.39,S1       
415,458989.024,177558.614,10.501,RO1      
416,458987.377,177562.248,10.426,RO2      
417,458987.209,177562.817,10.403,S2       
418,458986.572,177565.216,9.356,HO       
419,458840.014,177471.177,7.927,...      
420,458845.452,177475.084,7.897,...      
421,458847.66,177472.408,7.707,...      
422,458848.229,177470.166,7.106,A16      
423,458873.989,177482.764,6.722,A17      
424,458884.398,177487.794,6.699,A17      
425,458890.889,177492.131,6.685,A17      
426,458899.757,177498.92,6.712,A17      
427,458909.021,177503.864,6.696,A17      
428,458910.749,177505.988,7.081,E        
429,458915.079,177505.255,6.73,A17      
430,458851.147,177474.605,7.191,A16      
431,458854.904,177478.701,7.429,A16      
432,458856.515,177475.495,7.254,A16      
433,458860.891,177477.156,6.878,A16      
434,458860.18,177479.082,7.702,A16      
435,458856.439,177480.012,7.55,A16      
436,458869.432,177483.869,7.869,E        
437,458867.702,177484.098,8.318,A22.     
438,458867.365,177484.58,8.384,A22      
439,458865.483,177486.905,8.398,A23      
440,458863.577,177488.092,8.455,A23..    
441,458870.496,177493.076,9.15,A23..    
442,458872.085,177492.074,9.063,A23      
443,458874.068,177489.853,9.135,A22      
444,458874.672,177489.348,9.084,A22.     
445,458881.869,177495.368,9.805,A22.     
446,458881.376,177496.103,9.901,A22      
447,458879.008,177497.942,9.861,A23      
448,458877.226,177497.983,9.856,A23..    
449,458879.965,177500.379,10.201,A23..    
450,458879.552,177501.097,10.425,A23..    
451,458880.863,177499.991,10.132,A23      
452,458880.929,177501.236,10.322,A23      
453,458880.173,177502.409,10.448,A23      
454,458879.343,177502.644,10.511,A23      
455,458879.168,177501.082,10.426,A23..    
456,458880.022,177494.846,9.751,A22      
457,458880.579,177494.247,9.7,A22.     
458,458886.955,177500.92,10.309,A22.     
459,458886.434,177501.589,10.349,A22      
460,458893.649,177509.1,10.517,A22      
461,458894.421,177508.372,10.476,A22.     
462,458906.225,177514.616,10.401,A22.     
463,458905.987,177515.525,10.501,A22      
464,458904.047,177519.387,10.5,A22      
465,458903.765,177520.021,10.46,A22.     
466,458877.174,177506.795,10.397,A22.     
467,458877.317,177506.096,10.488,A22      
468,458876.117,177508.285,9.3,HO5      
469,458865.416,177500.148,10.484,A22      
470,458865.088,177500.716,10.416,A22.     
471,458863.709,177499.349,10.492,A22.     
472,458863.69,177500.533,10.107,A22.     
473,458866.833,177504.738,8.838,A22.     
474,458870.735,177509.926,7.279,A22.     
475,458868.902,177511.753,7.275,A22.     
476,458864.792,177506.403,8.848,A22.     
477,458861.224,177501.323,10.224,A22.     
478,458857.721,177498.029,10.43,A22.     
479,458857.727,177496.412,10.458,A22      
480,458859.435,177492.654,10.523,A23      
481,458859.785,177491.897,10.461,A23.     
482,458843.855,177481.665,10.373,A23.     
483,458843.34,177482.271,10.454,A23      
484,458840.908,177485.393,10.453,A22      
485,458840.452,177486.043,10.391,A22.     
486,458837.586,177486.322,9.496,HO5555   
487,458825.238,177475.625,10.388,A22.     
488,458824.362,177474.154,10.49,A22      
489,458822.994,177473.454,10.513,A22      
490,458822.311,177473.673,10.628,TM       
491,458822.197,177474.988,9.661,BSJ      
492,458823.48,177475.725,9.652,BSJ      
493,458821.641,177479.182,9.633,BSJ      
494,458823.397,177480.128,9.638,BSJ      
495,458822.187,177482.412,9.623,BSJ      
496,458820.363,177478.473,9.605,BSJ      
497,458818.549,177477.645,9.639,BSJ      
498,458824.349,177469.657,10.491,A23      
499,458824.637,177468.883,10.4,A23      
500,458821.103,177473.515,10.388,-        
501,458817.339,177479.929,9.639,BSJ      
502,458853.493,177480.819,7.555,-        
503,458848.763,177477.293,7.291,-        
504,458902.707,177521.51,9.313,HO5      
505,458865.774,177503.188,9.311,HO       
506,458856.039,177499.292,9.499,HO       
507,458822.373,177475.906,9.444,HO5555   
508,459007.394,177585.257,5.07,A5       
509,459022.157,177592.812,5.119,A5       
510,459031.325,177597.54,5.097,A5       
511,459037.546,177600.488,5.123,A5       
512,459033.925,177604.015,5.095,A5       
513,459030.762,177606.768,5.096,A5       
514,459027.142,177609.239,5.1,A5       
515,459027.597,177610.012,5.193,A5       
516,459031.219,177608.073,5.202,A5       
517,459034.037,177605.913,5.201,A5       
518,459037.397,177602.924,5.15,A5       
519,459038.646,177601.314,5.21,A5       
520,459052.875,177608.588,5.252,A5       
521,459065.014,177614.952,5.248,A5       
522,459077.558,177622.423,5.252,A5       
523,459089.855,177629.925,5.223,A5       
524,459100.537,177636.801,5.136,A5       
525,459106.959,177640.12,5.229,A5       
526,459107.708,177641.898,5.135,A5       
527,459108.029,177643.983,5.183,A5       
528,459106.544,177648.009,5.167,A5       
529,459104.716,177652.681,5.172,A5       
530,459107.115,177653.629,5.079,A5       
531,459108.641,177649.443,5.062,A5       
532,459110.997,177644.197,5.124,A5       
533,459112.943,177640.08,5.18,A5       
534,459112.352,177639.663,5.392,A6       
535,459110.317,177638.411,5.629,A6       
536,459108.312,177635.768,6.013,A6       
537,459104.745,177631.434,6.884,A6       
538,459102.822,177632.885,6.899,A6       
539,459105.797,177636.732,6.097,A6       
540,459107.36,177639.165,5.593,A6       
541,459108.36,177640.993,5.423,A6       
542,459108.568,177643.02,5.265,A6       
543,459106.149,177649.803,5.252,A6       
544,459104.87,177652.947,5.304,A6       
545,459106.624,177653.731,5.276,A6       
546,459108.662,177648.357,5.224,A6       
547,459110.925,177642.977,5.264,A6       
548,459119.7,177643.17,5.067,A5       
549,459132.792,177649.705,5.088,A5       
550,459146.03,177656.728,5.104,A5       
551,459160.627,177664.104,5.065,A5       
552,459167.372,177667.741,5.034,A5       
553,459169.677,177668.723,5.093,A5       
554,459167.443,177673.637,5.022,A5       
555,459165.245,177678.639,5.061,A5       
556,459162.97,177685.31,5.101,A5       
557,459161.291,177690.795,5.128,A5       
558,459160.325,177695.242,5.116,A5       
559,459158.943,177698.254,5.116,A5       
560,459159.907,177698.924,5.088,A5       
561,459162.338,177693.618,5.089,A5       
562,459162.943,177692.669,5.126,A5       
563,459163.897,177692.068,5.1,A5       
564,459166.961,177693.189,5.066,A5       
565,459174.761,177694.183,5.051,A5       
566,459181.104,177695.618,5.083,A5       
567,459189.134,177698.425,5.093,A5       
568,459201.54,177703.409,5.073,A5       
569,459210.602,177707.255,5.038,A5       
570,459219.626,177711.6,5.104,A5       
571,459231.306,177717.543,5.046,A5       
572,459239.424,177721.892,5.05,A5       
573,459246.813,177726.183,5.015,A5       
574,459254.66,177731.706,4.996,A5       
575,459264.444,177739.383,5.042,A5       
576,459268.907,177742.87,5.005,A5       
577,459274.061,177746.273,5.063,A5       
578,459269.676,177752.495,5.065,A5       
579,459263.097,177761.056,5.074,A5       
580,459256.828,177770.015,5.018,A5       
581,459257.57,177770.58,4.988,A5       
582,459263.008,177763.025,5.063,A5       
583,459266.85,177757.844,5.037,A5       
584,459272.878,177750.219,5.064,A5       
585,459276.225,177746.526,5.01,A5       
586,459279.134,177743.302,5.009,A5       
587,459278.438,177742.888,4.981,A5       
588,459276.152,177745.091,5.068,A5       
589,459275.399,177745.85,5.066,A5       
590,459270.496,177742.793,5.066,A5       
591,459259.81,177734.759,5.045,A5       
592,459252.652,177729.21,5.04,A5       
593,459246.57,177725.068,5.03,A5       
594,459237.54,177719.929,5.04,A5       
595,459225.003,177713.403,5.038,A5       
596,459216.995,177709.276,5.03,A5       
597,459206.108,177704.383,5.056,A5       
598,459194.622,177699.616,5.045,A5       
599,459186.665,177696.371,5.068,A5       
600,459180.428,177694.376,5.056,A5       
601,459173.574,177693.045,5.105,A5       
602,459165.846,177691.296,5.046,A5       
603,459163.201,177690.558,5.081,A5       
604,459164.405,177685.074,5.094,A5       
605,459165.467,177680.935,5.07,A5       
606,459167.6,177675.447,5.022,A5       
607,459169.327,177672.094,5.038,A5       
608,459170.825,177669.696,5.059,A5       
609,459181.856,177675.178,5.039,A5       
610,459195.109,177682.056,5.048,A5       
611,459210.313,177689.909,5.069,A5       
612,459228.864,177699.393,5.011,A5       
613,459242.272,177706.424,5.019,A5       
614,459256.58,177713.789,5.071,A5       
615,459268.746,177719.893,5.038,A5       
616,459281.573,177726.451,5.026,A5       
617,459288.249,177729.696,5.081,A5       
618,459285.407,177734.535,5.009,A5       
619,459285.963,177735.591,4.971,A5       
620,459289.283,177730.199,4.985,A5       
621,458984.488,177607.164,2.181,S2       
622,458997.975,177611.915,2.202,S2       
623,459014.205,177620.494,2.124,S2       
624,459014.228,177620.555,1.642,A2       
625,459014.88,177620.446,1.727,A2       
626,459015.841,177619.883,2.278,A2       
627,459016.868,177620.16,2.306,A2       
628,459016.488,177621.315,1.78,A2       
629,459033.535,177631.207,2.117,S2       
630,459051.263,177640.74,1.921,-        
631,458992.424,177608.334,3.525,A3       
632,458998.644,177611.113,3.068,A3       
633,459003.974,177612.954,3.362,A3       
634,459010.4,177616.201,3.454,A3       
635,459015.15,177619.402,3.296,A3       
636,459016.525,177618.886,3.79,A3       
637,459017.455,177619.613,3.55,A3       
638,459017.079,177621.15,2.815,A3       
639,459020.14,177622.308,3.341,A3       
640,459020.097,177623.832,2.132,A2       
641,459021.279,177620.425,3.76,-        
642,459027.77,177627.671,3.211,A3       
643,459016.658,177613.448,5.09,J1       
644,459017.829,177613.946,5.205,J1       
645,459020.184,177612.586,5.172,J1       
646,459020.964,177613.43,5.216,J1       
647,459019.882,177614.65,5.24,J1       
648,459019.93,177615.364,5.203,J1       
649,459015.959,177613.58,5.349,J2       
650,459015.467,177614.227,5.317,J2-1     
651,459017.8,177615.569,5.313,J2-1     
652,459018.082,177614.623,5.348,J2       
653,459019.319,177615.365,5.318,J2       
654,459022.644,177617.496,5.402,J2       
655,459022.414,177618.095,5.417,J2-1     
656,459030.616,177622.521,5.482,J2-1     
657,459030.864,177622.193,5.396,J2       
658,459031.252,177621.73,5.193,J1       
659,459045.622,177629.145,5.159,J1       
660,459045.284,177629.619,5.385,J2       
661,459045.027,177630.328,5.433,J2-1     
662,459052.868,177634.581,5.505,J2-1     
663,459053.187,177634.086,5.494,J2       
664,459053.488,177633.372,5.131,J1       
665,459070.084,177642.864,5.092,J1       
666,459069.572,177643.466,5.428,J2       
667,459069.315,177643.855,5.496,J2-1     
668,459067.414,177648.835,3.576,A3       
669,459066.67,177649.684,1.99,-        
670,459067.231,177649.799,2.154,S2       
671,459089.194,177663.523,1.91,-        
672,459089.451,177662.826,3.316,A3       
673,459092.426,177658.095,5.536,J2-1     
674,459092.765,177657.586,5.537,J2       
675,459093.33,177656.938,5.096,J1       
676,459099.997,177662.4,5.112,J1       
677,459102.96,177657.263,5.123,J1       
678,459105.554,177658.049,5.06,J1       
679,459105.299,177660.897,5.015,J1       
680,459105.608,177662.107,4.939,J1       
681,459108.053,177664.82,5.033,J1       
682,459110.629,177666.907,5.015,J1       
683,459101.577,177664.958,5.487,J2-1     
684,459107.494,177669.532,5.488,J2-1     
685,459099.76,177663.026,5.376,J2       
686,459100.448,177663.431,5.425,J2       
687,459101.484,177661.978,5.272,J2       
688,459104.594,177659.681,5.257,J2       
689,459104.694,177662.179,5.418,J2       
690,459107.157,177665.661,5.549,J2       
691,459109.149,177667.489,5.552,J2       
692,459108.885,177666.434,4.506,D500     
693,459106.256,177669.424,4.755,D500     
694,459103.816,177673.152,3.524,A3       
695,459103.345,177674.233,2.159,-        
696,459126.591,177693.691,1.955,-        
697,459127.483,177692.924,3.507,A3       
698,459130.842,177689.794,5.594,J2-1     
699,459133.031,177687.588,5.532,J2       
700,459134.22,177686.818,5.02,J1       
701,459151.419,177706.71,5.04,J1       
702,459152.659,177707.458,5.11,J1       
